X,Y,month,town,flat_type,block,street_name,address,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
103.8426847,1.3654677,2020-01,ANG MO KIO,3 ROOM,"208",ANG MO KIO AVE 1,208 ANG MO KIO AVE 1,04 TO 06,"73",New Generation,"1976",55 years 07 months,"265000"
103.845157,1.365584,2020-01,ANG MO KIO,3 ROOM,307C,ANG MO KIO AVE 1,307C ANG MO KIO AVE 1,19 TO 21,"70",Model A,"2012",91 years 08 months,"470000"
103.8473951,1.3650738,2020-01,ANG MO KIO,3 ROOM,"319",ANG MO KIO AVE 1,319 ANG MO KIO AVE 1,01 TO 03,"73",New Generation,"1977",56 years 04 months,"230000"
103.8414166,1.3662078,2020-01,ANG MO KIO,3 ROOM,"216",ANG MO KIO AVE 1,216 ANG MO KIO AVE 1,04 TO 06,"73",New Generation,"1976",55 years 03 months,"280000"
103.8577221,1.3720459,2020-01,ANG MO KIO,3 ROOM,"556",ANG MO KIO AVE 10,556 ANG MO KIO AVE 10,07 TO 09,"68",New Generation,"1980",59 years 01 month,"220000"
103.8542797,1.374484,2020-01,ANG MO KIO,3 ROOM,"536",ANG MO KIO AVE 10,536 ANG MO KIO AVE 10,10 TO 12,"68",New Generation,"1980",59 years 01 month,"280000"
103.8591716,1.3707919,2020-01,ANG MO KIO,3 ROOM,"560",ANG MO KIO AVE 10,560 ANG MO KIO AVE 10,04 TO 06,"67",New Generation,"1980",59 years 01 month,"240000"
103.8574503,1.3669193,2020-01,ANG MO KIO,3 ROOM,"463",ANG MO KIO AVE 10,463 ANG MO KIO AVE 10,04 TO 06,"82",New Generation,"1980",59 years 02 months,"301000"
103.8576169,1.3624185,2020-01,ANG MO KIO,3 ROOM,"476",ANG MO KIO AVE 10,476 ANG MO KIO AVE 10,01 TO 03,"67",New Generation,"1979",58 years 07 months,"255000"
103.8551856,1.3656873,2020-01,ANG MO KIO,3 ROOM,"442",ANG MO KIO AVE 10,442 ANG MO KIO AVE 10,01 TO 03,"67",New Generation,"1979",58 years 07 months,"233000"
103.8549348,1.3718197,2020-01,ANG MO KIO,3 ROOM,"578",ANG MO KIO AVE 10,578 ANG MO KIO AVE 10,07 TO 09,"67",New Generation,"1980",59 years,"250000"
103.8551856,1.3656873,2020-01,ANG MO KIO,3 ROOM,"442",ANG MO KIO AVE 10,442 ANG MO KIO AVE 10,04 TO 06,"67",New Generation,"1979",58 years 07 months,"245000"
103.8556385,1.3670033,2020-01,ANG MO KIO,3 ROOM,"445",ANG MO KIO AVE 10,445 ANG MO KIO AVE 10,01 TO 03,"67",New Generation,"1979",58 years 07 months,"255000"
103.8541891,1.3677443,2020-01,ANG MO KIO,3 ROOM,"435",ANG MO KIO AVE 10,435 ANG MO KIO AVE 10,04 TO 06,"67",New Generation,"1979",58 years,"288000"
103.8551856,1.3656873,2020-01,ANG MO KIO,3 ROOM,"442",ANG MO KIO AVE 10,442 ANG MO KIO AVE 10,01 TO 03,"67",New Generation,"1979",58 years 07 months,"235000"
103.8569068,1.365897,2020-01,ANG MO KIO,3 ROOM,"466",ANG MO KIO AVE 10,466 ANG MO KIO AVE 10,07 TO 09,"67",New Generation,"1984",63 years 08 months,"268000"
103.8558859,1.3698332,2020-01,ANG MO KIO,3 ROOM,"570",ANG MO KIO AVE 3,570 ANG MO KIO AVE 3,04 TO 06,"67",New Generation,"1979",58 years 05 months,"240000"
103.8497376,1.3675154,2020-01,ANG MO KIO,3 ROOM,"345",ANG MO KIO AVE 3,345 ANG MO KIO AVE 3,04 TO 06,"88",New Generation,"1978",57 years 04 months,"320000"
103.841097,1.367847,2020-01,ANG MO KIO,3 ROOM,"213",ANG MO KIO AVE 3,213 ANG MO KIO AVE 3,04 TO 06,"67",New Generation,"1976",55 years 03 months,"250000"
103.8435905,1.3716164,2020-01,ANG MO KIO,3 ROOM,"126",ANG MO KIO AVE 3,126 ANG MO KIO AVE 3,01 TO 03,"67",New Generation,"1978",57 years 09 months,"250000"
103.8524899,1.3702258,2020-01,ANG MO KIO,3 ROOM,"587",ANG MO KIO AVE 3,587 ANG MO KIO AVE 3,01 TO 03,"67",New Generation,"1979",58 years 05 months,"265000"
103.8435905,1.3697115,2020-01,ANG MO KIO,3 ROOM,"121",ANG MO KIO AVE 3,121 ANG MO KIO AVE 3,10 TO 12,"67",New Generation,"1978",57 years 09 months,"300000"
103.8497376,1.3675154,2020-01,ANG MO KIO,3 ROOM,"345",ANG MO KIO AVE 3,345 ANG MO KIO AVE 3,04 TO 06,"73",New Generation,"1978",57 years 03 months,"320000"
103.8415977,1.3688441,2020-01,ANG MO KIO,3 ROOM,"212",ANG MO KIO AVE 3,212 ANG MO KIO AVE 3,10 TO 12,"67",New Generation,"1977",56 years 03 months,"255000"
103.8459457,1.3674265,2020-01,ANG MO KIO,3 ROOM,"301",ANG MO KIO AVE 3,301 ANG MO KIO AVE 3,04 TO 06,"88",New Generation,"1978",57 years 02 months,"355000"
103.844328,1.3701123,2020-01,ANG MO KIO,3 ROOM,"120",ANG MO KIO AVE 3,120 ANG MO KIO AVE 3,04 TO 06,"67",New Generation,"1978",57 years 09 months,"270000"
103.8435905,1.3697115,2020-01,ANG MO KIO,3 ROOM,"121",ANG MO KIO AVE 3,121 ANG MO KIO AVE 3,04 TO 06,"67",New Generation,"1978",57 years 09 months,"283000"
103.8435905,1.3697115,2020-01,ANG MO KIO,3 ROOM,"121",ANG MO KIO AVE 3,121 ANG MO KIO AVE 3,01 TO 03,"67",New Generation,"1978",57 years 09 months,"245000"
103.835846,1.3705997,2020-01,ANG MO KIO,3 ROOM,"256",ANG MO KIO AVE 4,256 ANG MO KIO AVE 4,01 TO 03,"73",New Generation,"1977",56 years 07 months,"255000"
103.8409287,1.379175,2020-01,ANG MO KIO,3 ROOM,"644",ANG MO KIO AVE 4,644 ANG MO KIO AVE 4,07 TO 09,"75",New Generation,"1980",59 years 10 months,"308000"
103.8369782,1.3763449,2020-01,ANG MO KIO,3 ROOM,"178",ANG MO KIO AVE 4,178 ANG MO KIO AVE 4,04 TO 06,"82",New Generation,"1981",60 years 04 months,"302500"
103.8404202,1.3801351,2020-01,ANG MO KIO,3 ROOM,"629",ANG MO KIO AVE 4,629 ANG MO KIO AVE 4,01 TO 03,"68",New Generation,"1981",60 years 09 months,"250000"
103.839952,1.3759189,2020-01,ANG MO KIO,3 ROOM,"155",ANG MO KIO AVE 4,155 ANG MO KIO AVE 4,04 TO 06,"82",New Generation,"1981",60 years 04 months,"362000"
103.8498409,1.3758291,2020-01,ANG MO KIO,3 ROOM,"502",ANG MO KIO AVE 5,502 ANG MO KIO AVE 5,04 TO 06,"82",New Generation,"1981",60 years 01 month,"340000"
103.8414166,1.3763186,2020-01,ANG MO KIO,3 ROOM,"154",ANG MO KIO AVE 5,154 ANG MO KIO AVE 5,07 TO 09,"68",New Generation,"1981",60 years 01 month,"278000"
103.8351361,1.3810778,2020-01,ANG MO KIO,3 ROOM,"601",ANG MO KIO AVE 5,601 ANG MO KIO AVE 5,07 TO 09,"67",New Generation,"1980",59 years 06 months,"280000"
103.8532832,1.3745632,2020-01,ANG MO KIO,3 ROOM,"535",ANG MO KIO AVE 5,535 ANG MO KIO AVE 5,07 TO 09,"67",New Generation,"1980",59 years 01 month,"246100"
103.8371593,1.3768568,2020-01,ANG MO KIO,3 ROOM,"181",ANG MO KIO AVE 5,181 ANG MO KIO AVE 5,07 TO 09,"68",New Generation,"1981",60 years 03 months,"245000"
103.8532832,1.3745632,2020-01,ANG MO KIO,3 ROOM,"535",ANG MO KIO AVE 5,535 ANG MO KIO AVE 5,07 TO 09,"67",New Generation,"1980",59 years 01 month,"318000"
103.8530114,1.3741984,2020-01,ANG MO KIO,3 ROOM,"533",ANG MO KIO AVE 5,533 ANG MO KIO AVE 5,01 TO 03,"67",New Generation,"1980",59 years 01 month,"223000"
103.8447681,1.3708768,2020-01,ANG MO KIO,3 ROOM,"124",ANG MO KIO AVE 6,124 ANG MO KIO AVE 6,04 TO 06,"67",New Generation,"1979",58 years,"260000"
103.8456739,1.3727031,2020-01,ANG MO KIO,3 ROOM,"728",ANG MO KIO AVE 6,728 ANG MO KIO AVE 6,01 TO 03,"82",New Generation,"1980",59 years 09 months,"305000"
103.8426748,1.3776467,2020-01,ANG MO KIO,3 ROOM,"650",ANG MO KIO ST 61,650 ANG MO KIO ST 61,19 TO 21,"67",Model A,"2015",94 years 11 months,"458888"
103.8426748,1.3776467,2020-01,ANG MO KIO,3 ROOM,"650",ANG MO KIO ST 61,650 ANG MO KIO ST 61,10 TO 12,"67",Model A,"2015",94 years 11 months,"423000"
103.8429084,1.3658637,2020-01,ANG MO KIO,4 ROOM,"207",ANG MO KIO AVE 1,207 ANG MO KIO AVE 1,04 TO 06,"98",New Generation,"1976",55 years 07 months,"370000"
103.844469,1.365971,2020-01,ANG MO KIO,4 ROOM,307A,ANG MO KIO AVE 1,307A ANG MO KIO AVE 1,16 TO 18,"97",Model A,"2012",91 years 08 months,"715000"
103.8442059,1.3646976,2020-01,ANG MO KIO,4 ROOM,310B,ANG MO KIO AVE 1,310B ANG MO KIO AVE 1,13 TO 15,"94",Model A,"2012",91 years 08 months,"660000"
103.8558242,1.3714234,2020-01,ANG MO KIO,4 ROOM,"575",ANG MO KIO AVE 10,575 ANG MO KIO AVE 10,01 TO 03,"91",New Generation,"1980",59 years 01 month,"360000"
103.8536456,1.3640848,2020-01,ANG MO KIO,4 ROOM,"414",ANG MO KIO AVE 10,414 ANG MO KIO AVE 10,10 TO 12,"92",New Generation,"1979",58 years 08 months,"383000"
103.8542797,1.374484,2020-01,ANG MO KIO,4 ROOM,"536",ANG MO KIO AVE 10,536 ANG MO KIO AVE 10,07 TO 09,"93",New Generation,"1980",59 years 02 months,"383000"
103.8568982,1.3630309,2020-01,ANG MO KIO,4 ROOM,"473",ANG MO KIO AVE 10,473 ANG MO KIO AVE 10,10 TO 12,"91",New Generation,"1984",63 years 07 months,"345000"
103.8569068,1.365897,2020-01,ANG MO KIO,4 ROOM,"466",ANG MO KIO AVE 10,466 ANG MO KIO AVE 10,01 TO 03,"93",New Generation,"1984",63 years 08 months,"328000"
103.8536456,1.3635721,2020-01,ANG MO KIO,4 ROOM,"413",ANG MO KIO AVE 10,413 ANG MO KIO AVE 10,04 TO 06,"92",New Generation,"1979",58 years 07 months,"360000"
103.8541891,1.3654002,2020-01,ANG MO KIO,4 ROOM,"419",ANG MO KIO AVE 10,419 ANG MO KIO AVE 10,04 TO 06,"99",New Generation,"1979",58 years 07 months,"360000"
103.8579033,1.3710191,2020-01,ANG MO KIO,4 ROOM,"559",ANG MO KIO AVE 10,559 ANG MO KIO AVE 10,04 TO 06,"92",New Generation,"1980",59 years,"345000"
103.8552762,1.3639288,2020-01,ANG MO KIO,4 ROOM,"412",ANG MO KIO AVE 10,412 ANG MO KIO AVE 10,01 TO 03,"92",New Generation,"1979",58 years 07 months,"370000"
103.8541891,1.3654002,2020-01,ANG MO KIO,4 ROOM,"419",ANG MO KIO AVE 10,419 ANG MO KIO AVE 10,10 TO 12,"99",New Generation,"1979",58 years 07 months,"452000"
103.8471233,1.3679324,2020-01,ANG MO KIO,4 ROOM,"325",ANG MO KIO AVE 3,325 ANG MO KIO AVE 3,07 TO 09,"98",New Generation,"1978",57 years 08 months,"500000"
103.8471233,1.3679324,2020-01,ANG MO KIO,4 ROOM,"325",ANG MO KIO AVE 3,325 ANG MO KIO AVE 3,01 TO 03,"98",New Generation,"1978",57 years 08 months,"435000"
103.8382463,1.3690836,2020-01,ANG MO KIO,4 ROOM,"229",ANG MO KIO AVE 3,229 ANG MO KIO AVE 3,04 TO 06,"91",New Generation,"1978",57 years 01 month,"338000"
103.8544609,1.3693544,2020-01,ANG MO KIO,4 ROOM,"427",ANG MO KIO AVE 3,427 ANG MO KIO AVE 3,04 TO 06,"92",New Generation,"1978",57 years 09 months,"390000"
103.8382463,1.3690836,2020-01,ANG MO KIO,4 ROOM,"229",ANG MO KIO AVE 3,229 ANG MO KIO AVE 3,07 TO 09,"91",New Generation,"1978",57 years,"383000"
103.8360724,1.3753976,2020-01,ANG MO KIO,4 ROOM,"173",ANG MO KIO AVE 4,173 ANG MO KIO AVE 4,10 TO 12,"91",New Generation,"1982",61 years 01 month,"385000"
103.8364347,1.376861,2020-01,ANG MO KIO,4 ROOM,"179",ANG MO KIO AVE 5,179 ANG MO KIO AVE 5,01 TO 03,"91",New Generation,"1981",60 years 04 months,"348000"
103.8364347,1.376861,2020-01,ANG MO KIO,4 ROOM,"179",ANG MO KIO AVE 5,179 ANG MO KIO AVE 5,01 TO 03,"91",New Generation,"1981",60 years 03 months,"350000"
103.8458551,1.3694784,2020-01,ANG MO KIO,4 ROOM,700B,ANG MO KIO AVE 6,700B ANG MO KIO AVE 6,04 TO 06,"90",Model A,"2003",82 years 08 months,"590800"
103.8502032,1.3744348,2020-01,ANG MO KIO,4 ROOM,"507",ANG MO KIO AVE 8,507 ANG MO KIO AVE 8,01 TO 03,"91",New Generation,"1980",59 years 06 months,"378000"
103.8412354,1.3822555,2020-01,ANG MO KIO,4 ROOM,"625",ANG MO KIO AVE 9,625 ANG MO KIO AVE 9,10 TO 12,"92",New Generation,"1980",59 years 08 months,"425000"
103.8396628,1.3821158,2020-01,ANG MO KIO,4 ROOM,"622",ANG MO KIO AVE 9,622 ANG MO KIO AVE 9,10 TO 12,"100",New Generation,"1980",59 years 08 months,"396000"
103.8516073,1.3640602,2020-01,ANG MO KIO,4 ROOM,"353",ANG MO KIO ST 32,353 ANG MO KIO ST 32,07 TO 09,"90",Model A,"2001",80 years 08 months,"510000"
103.8506424,1.3646305,2020-01,ANG MO KIO,4 ROOM,"352",ANG MO KIO ST 32,352 ANG MO KIO ST 32,16 TO 18,"95",Model A,"2001",80 years 09 months,"582000"
103.8530341,1.3720186,2020-01,ANG MO KIO,4 ROOM,588B,ANG MO KIO ST 52,588B ANG MO KIO ST 52,13 TO 15,"90",DBSS,"2011",90 years 07 months,"639000"
103.8535776,1.3718689,2020-01,ANG MO KIO,4 ROOM,588C,ANG MO KIO ST 52,588C ANG MO KIO ST 52,16 TO 18,"90",DBSS,"2011",90 years 07 months,"723888"
103.8532832,1.3663578,2020-01,ANG MO KIO,5 ROOM,"439",ANG MO KIO AVE 10,439 ANG MO KIO AVE 10,01 TO 03,"119",Improved,"1979",58 years 01 month,"485000"
103.8553668,1.3610716,2020-01,ANG MO KIO,5 ROOM,"401",ANG MO KIO AVE 10,401 ANG MO KIO AVE 10,01 TO 03,"119",Improved,"1979",58 years 04 months,"465000"
103.8532832,1.3663578,2020-01,ANG MO KIO,5 ROOM,"439",ANG MO KIO AVE 10,439 ANG MO KIO AVE 10,10 TO 12,"119",Improved,"1979",58 years,"535000"
103.8595793,1.3666504,2020-01,ANG MO KIO,5 ROOM,"458",ANG MO KIO AVE 10,458 ANG MO KIO AVE 10,16 TO 18,"120",Improved,"1980",59 years,"580000"
103.8394238,1.3702489,2020-01,ANG MO KIO,5 ROOM,"101",ANG MO KIO AVE 3,101 ANG MO KIO AVE 3,07 TO 09,"117",Standard,"1978",57 years 01 month,"450000"
103.851562,1.3687122,2020-01,ANG MO KIO,5 ROOM,"423",ANG MO KIO AVE 3,423 ANG MO KIO AVE 3,01 TO 03,"133",Improved,"1993",72 years 03 months,"700000"
103.8488444,1.3759816,2020-01,ANG MO KIO,5 ROOM,"501",ANG MO KIO AVE 5,501 ANG MO KIO AVE 5,10 TO 12,"121",Improved,"1981",60 years,"530000"
103.851224,1.373385,2020-01,ANG MO KIO,5 ROOM,"520",ANG MO KIO AVE 5,520 ANG MO KIO AVE 5,10 TO 12,"118",Improved,"1980",59 years 07 months,"645000"
103.8482103,1.3710763,2020-01,ANG MO KIO,5 ROOM,"710",ANG MO KIO AVE 8,710 ANG MO KIO AVE 8,16 TO 18,"117",Improved,"1980",59 years 10 months,"630000"
103.8509332,1.3725174,2020-01,ANG MO KIO,5 ROOM,596A,ANG MO KIO ST 52,596A ANG MO KIO ST 52,28 TO 30,"110",Improved,"2002",81 years 11 months,"789000"
103.8530341,1.3720186,2020-01,ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,588B ANG MO KIO ST 52,07 TO 09,"120",DBSS,"2011",90 years 07 months,"840000"
103.8526491,1.3720758,2020-01,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,588A ANG MO KIO ST 52,10 TO 12,"117",DBSS,"2011",90 years 07 months,"819800"
103.8548659,1.3713958,2020-01,ANG MO KIO,EXECUTIVE,"576",ANG MO KIO AVE 10,576 ANG MO KIO AVE 10,07 TO 09,"163",Adjoined flat,"1980",59 years,"770000"
103.8408731,1.3826974,2020-01,ANG MO KIO,EXECUTIVE,"623",ANG MO KIO AVE 9,623 ANG MO KIO AVE 9,07 TO 09,"150",Adjoined flat,"1980",59 years 08 months,"623000"
103.9264511,1.3325963,2020-01,BEDOK,3 ROOM,"550",BEDOK NTH AVE 1,550 BEDOK NTH AVE 1,10 TO 12,"68",New Generation,"1980",59 years 05 months,"285000"
103.9275409,1.3284794,2020-01,BEDOK,3 ROOM,"424",BEDOK NTH AVE 1,424 BEDOK NTH AVE 1,07 TO 09,"67",New Generation,"1979",58 years,"293000"
103.9268158,1.3302395,2020-01,BEDOK,3 ROOM,"521",BEDOK NTH AVE 1,521 BEDOK NTH AVE 1,04 TO 06,"67",New Generation,"1979",58 years 06 months,"260000"
103.9300788,1.3283185,2020-01,BEDOK,3 ROOM,"418",BEDOK NTH AVE 2,418 BEDOK NTH AVE 2,04 TO 06,"67",New Generation,"1978",57 years 10 months,"295000"
103.9300788,1.3283185,2020-01,BEDOK,3 ROOM,"418",BEDOK NTH AVE 2,418 BEDOK NTH AVE 2,07 TO 09,"82",New Generation,"1978",57 years 10 months,"310000"
103.9374662,1.3338732,2020-01,BEDOK,3 ROOM,"102",BEDOK NTH AVE 4,102 BEDOK NTH AVE 4,07 TO 09,"67",New Generation,"1977",56 years 06 months,"265000"
103.936605,1.3336952,2020-01,BEDOK,3 ROOM,"105",BEDOK NTH AVE 4,105 BEDOK NTH AVE 4,13 TO 15,"82",New Generation,"1977",56 years 06 months,"332000"
103.9420891,1.3274812,2020-01,BEDOK,3 ROOM,"74",BEDOK NTH RD,74 BEDOK NTH RD,07 TO 09,"59",Improved,"1978",57 years 01 month,"235000"
103.9419985,1.3287254,2020-01,BEDOK,3 ROOM,"77",BEDOK NTH RD,77 BEDOK NTH RD,10 TO 12,"60",Improved,"1986",65 years 03 months,"250000"
103.9391884,1.3288879,2020-01,BEDOK,3 ROOM,"125",BEDOK NTH RD,125 BEDOK NTH RD,07 TO 09,"67",New Generation,"1978",57 years 04 months,"275000"
103.9421106,1.3281133,2020-01,BEDOK,3 ROOM,"75",BEDOK NTH RD,75 BEDOK NTH RD,10 TO 12,"59",Improved,"1978",57 years,"268000"
103.9288099,1.329789,2020-01,BEDOK,3 ROOM,"426",BEDOK NTH RD,426 BEDOK NTH RD,01 TO 03,"67",New Generation,"1979",58 years,"262000"
103.9420891,1.3274812,2020-01,BEDOK,3 ROOM,"74",BEDOK NTH RD,74 BEDOK NTH RD,07 TO 09,"59",Improved,"1978",57 years,"237000"
103.9281301,1.326903,2020-01,BEDOK,3 ROOM,"419",BEDOK NTH ST 1,419 BEDOK NTH ST 1,07 TO 09,"68",New Generation,"1979",58 years,"263000"
103.9312118,1.331641,2020-01,BEDOK,3 ROOM,"502",BEDOK NTH ST 3,502 BEDOK NTH ST 3,01 TO 03,"59",Improved,"1978",57 years 04 months,"226000"
103.9290365,1.3347268,2020-01,BEDOK,3 ROOM,"525",BEDOK NTH ST 3,525 BEDOK NTH ST 3,10 TO 12,"67",New Generation,"1979",58 years 07 months,"241000"
103.9220574,1.3311815,2020-01,BEDOK,3 ROOM,"540",BEDOK NTH ST 3,540 BEDOK NTH ST 3,04 TO 06,"68",New Generation,"1980",59 years 06 months,"245000"
103.9310499,1.3339204,2020-01,BEDOK,3 ROOM,"509",BEDOK NTH ST 3,509 BEDOK NTH ST 3,01 TO 03,"67",New Generation,"1979",58 years 08 months,"238000"
103.924142,1.3301452,2020-01,BEDOK,3 ROOM,"545",BEDOK NTH ST 3,545 BEDOK NTH ST 3,04 TO 06,"82",New Generation,"1980",59 years 04 months,"308888"
103.925139,1.3340175,2020-01,BEDOK,3 ROOM,"532",BEDOK NTH ST 3,532 BEDOK NTH ST 3,10 TO 12,"68",New Generation,"1980",59 years 01 month,"290000"
103.9290365,1.3347268,2020-01,BEDOK,3 ROOM,"525",BEDOK NTH ST 3,525 BEDOK NTH ST 3,10 TO 12,"67",New Generation,"1979",58 years 06 months,"285000"
103.9229638,1.3334447,2020-01,BEDOK,3 ROOM,"536",BEDOK NTH ST 3,536 BEDOK NTH ST 3,10 TO 12,"82",New Generation,"1980",59 years,"328000"
103.9290365,1.3347268,2020-01,BEDOK,3 ROOM,"525",BEDOK NTH ST 3,525 BEDOK NTH ST 3,01 TO 03,"67",New Generation,"1979",58 years 06 months,"250000"
103.9227825,1.3307383,2020-01,BEDOK,3 ROOM,"542",BEDOK NTH ST 3,542 BEDOK NTH ST 3,07 TO 09,"67",New Generation,"1985",64 years 08 months,"245000"
103.909188,1.3291336,2020-01,BEDOK,3 ROOM,"105",BEDOK RESERVOIR RD,105 BEDOK RESERVOIR RD,04 TO 06,"70",New Generation,"1985",64 years 08 months,"275000"
103.9149881,1.3349542,2020-01,BEDOK,3 ROOM,"628",BEDOK RESERVOIR RD,628 BEDOK RESERVOIR RD,07 TO 09,"67",New Generation,"1983",62 years 01 month,"288000"
103.9155772,1.3322067,2020-01,BEDOK,3 ROOM,"615",BEDOK RESERVOIR RD,615 BEDOK RESERVOIR RD,07 TO 09,"68",New Generation,"1981",60 years 04 months,"280000"
103.9203354,1.3365333,2020-01,BEDOK,3 ROOM,"704",BEDOK RESERVOIR RD,704 BEDOK RESERVOIR RD,01 TO 03,"68",New Generation,"1981",60 years 06 months,"260000"
103.9148975,1.3318081,2020-01,BEDOK,3 ROOM,"616",BEDOK RESERVOIR RD,616 BEDOK RESERVOIR RD,04 TO 06,"68",New Generation,"1982",61 years 05 months,"278000"
103.92242,1.336814,2020-01,BEDOK,3 ROOM,"713",BEDOK RESERVOIR RD,713 BEDOK RESERVOIR RD,04 TO 06,"68",New Generation,"1981",60 years 06 months,"280000"
103.9198822,1.3371946,2020-01,BEDOK,3 ROOM,"703",BEDOK RESERVOIR RD,703 BEDOK RESERVOIR RD,07 TO 09,"68",New Generation,"1980",59 years 10 months,"300000"
103.9203354,1.3365333,2020-01,BEDOK,3 ROOM,"704",BEDOK RESERVOIR RD,704 BEDOK RESERVOIR RD,07 TO 09,"68",New Generation,"1981",60 years 06 months,"300000"
103.9332953,1.3213165,2020-01,BEDOK,3 ROOM,"2",BEDOK STH AVE 1,2 BEDOK STH AVE 1,13 TO 15,"65",Improved,"1976",55 years,"250500"
103.932945,1.3177824,2020-01,BEDOK,3 ROOM,"1",BEDOK STH AVE 1,1 BEDOK STH AVE 1,10 TO 12,"59",Improved,"1976",55 years,"243000"
103.9264986,1.3261076,2020-01,BEDOK,3 ROOM,"40",CHAI CHEE AVE,40 CHAI CHEE AVE,10 TO 12,"65",Improved,"1974",53 years 01 month,"272000"
103.9249492,1.3237706,2020-01,BEDOK,3 ROOM,"32",CHAI CHEE AVE,32 CHAI CHEE AVE,04 TO 06,"73",Improved,"1974",53 years,"290000"
103.9249492,1.3237706,2020-01,BEDOK,3 ROOM,"32",CHAI CHEE AVE,32 CHAI CHEE AVE,07 TO 09,"73",Improved,"1974",53 years,"280000"
103.9257735,1.3279408,2020-01,BEDOK,3 ROOM,"42",CHAI CHEE ST,42 CHAI CHEE ST,10 TO 12,"67",New Generation,"1985",64 years 06 months,"300000"
103.9257735,1.3279408,2020-01,BEDOK,3 ROOM,"42",CHAI CHEE ST,42 CHAI CHEE ST,13 TO 15,"67",New Generation,"1985",64 years 06 months,"280000"
103.9258996,1.3274212,2020-01,BEDOK,3 ROOM,"41",CHAI CHEE ST,41 CHAI CHEE ST,07 TO 09,"67",New Generation,"1985",64 years 05 months,"288000"
103.9363732,1.3240053,2020-01,BEDOK,3 ROOM,"29",NEW UPP CHANGI RD,29 NEW UPP CHANGI RD,13 TO 15,"65",Improved,"1977",56 years 04 months,"292000"
103.9416303,1.3241216,2020-01,BEDOK,3 ROOM,"57",NEW UPP CHANGI RD,57 NEW UPP CHANGI RD,07 TO 09,"60",Improved,"1985",64 years 09 months,"268000"
103.9326168,1.3329865,2020-01,BEDOK,4 ROOM,"507",BEDOK NTH AVE 3,507 BEDOK NTH AVE 3,13 TO 15,"92",New Generation,"1978",57 years 11 months,"395000"
103.9414999,1.3329353,2020-01,BEDOK,4 ROOM,"93",BEDOK NTH AVE 4,93 BEDOK NTH AVE 4,04 TO 06,"92",New Generation,"1979",58 years 06 months,"335000"
103.936605,1.3332562,2020-01,BEDOK,4 ROOM,"104",BEDOK NTH AVE 4,104 BEDOK NTH AVE 4,10 TO 12,"91",New Generation,"1977",56 years 06 months,"368000"
103.928049,1.329688,2020-01,BEDOK,4 ROOM,"428",BEDOK NTH RD,428 BEDOK NTH RD,07 TO 09,"92",New Generation,"1979",58 years 01 month,"420000"
103.9407294,1.3285133,2020-01,BEDOK,4 ROOM,"80",BEDOK NTH RD,80 BEDOK NTH RD,10 TO 12,"91",New Generation,"1978",57 years 06 months,"355000"
103.941541,1.327039,2020-01,BEDOK,4 ROOM,"182",BEDOK NTH RD,182 BEDOK NTH RD,16 TO 18,"85",Model A,"2006",85 years 02 months,"630000"
103.92881,1.328309,2020-01,BEDOK,4 ROOM,"421",BEDOK NTH RD,421 BEDOK NTH RD,07 TO 09,"92",New Generation,"1979",58 years,"398000"
103.9387352,1.3302075,2020-01,BEDOK,4 ROOM,"119",BEDOK NTH RD,119 BEDOK NTH RD,04 TO 06,"92",New Generation,"1978",57 years 02 months,"320000"
103.9409107,1.3272685,2020-01,BEDOK,4 ROOM,"78",BEDOK NTH RD,78 BEDOK NTH RD,07 TO 09,"92",New Generation,"1978",57 years 05 months,"390000"
103.925242,1.3303879,2020-01,BEDOK,4 ROOM,"547",BEDOK NTH ST 3,547 BEDOK NTH ST 3,04 TO 06,"92",New Generation,"1980",59 years 04 months,"330000"
103.925139,1.3340175,2020-01,BEDOK,4 ROOM,"532",BEDOK NTH ST 3,532 BEDOK NTH ST 3,10 TO 12,"92",New Generation,"1980",59 years,"325000"
103.9305773,1.334352,2020-01,BEDOK,4 ROOM,"523",BEDOK NTH ST 3,523 BEDOK NTH ST 3,13 TO 15,"92",New Generation,"1979",58 years 06 months,"375000"
103.9211329,1.336289,2020-01,BEDOK,4 ROOM,748B,BEDOK RESERVOIR CRES,748B BEDOK RESERVOIR CRES,13 TO 15,"87",DBSS,"2014",93 years 08 months,"718000"
103.9206533,1.3366197,2020-01,BEDOK,4 ROOM,747C,BEDOK RESERVOIR CRES,747C BEDOK RESERVOIR CRES,10 TO 12,"87",DBSS,"2014",93 years 08 months,"663000"
103.9211329,1.336289,2020-01,BEDOK,4 ROOM,748B,BEDOK RESERVOIR CRES,748B BEDOK RESERVOIR CRES,13 TO 15,"87",DBSS,"2014",93 years 08 months,"670000"
103.9211329,1.336289,2020-01,BEDOK,4 ROOM,748B,BEDOK RESERVOIR CRES,748B BEDOK RESERVOIR CRES,01 TO 03,"87",DBSS,"2014",93 years 07 months,"655000"
103.9187946,1.3373472,2020-01,BEDOK,4 ROOM,"702",BEDOK RESERVOIR RD,702 BEDOK RESERVOIR RD,04 TO 06,"93",New Generation,"1980",59 years 11 months,"388000"
