month,town,flat_type,flat_type_code,block,street_name,Address,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease_nearest_year,remaining_lease,resale_price,latitude,longitude
2020-01,ANG MO KIO,3 ROOM,3.00,208,ANG MO KIO AVE 1,208 ANG MO KIO AVE 1,04 TO 06,73,New Generation,1976,55,55 years 07 months,265000.00,1.3654677,103.8426847
2020-01,ANG MO KIO,3 ROOM,3.00,307C,ANG MO KIO AVE 1,307C ANG MO KIO AVE 1,19 TO 21,70,Model A,2012,91,91 years 08 months,470000.00,1.365584,103.845157
2020-01,ANG MO KIO,3 ROOM,3.00,319,ANG MO KIO AVE 1,319 ANG MO KIO AVE 1,01 TO 03,73,New Generation,1977,56,56 years 04 months,230000.00,1.3650738,103.8473951
2020-01,ANG MO KIO,3 ROOM,3.00,216,ANG MO KIO AVE 1,216 ANG MO KIO AVE 1,04 TO 06,73,New Generation,1976,55,55 years 03 months,280000.00,1.3662078,103.8414166
2020-01,ANG MO KIO,3 ROOM,3.00,556,ANG MO KIO AVE 10,556 ANG MO KIO AVE 10,07 TO 09,68,New Generation,1980,59,59 years 01 month,220000.00,1.3720459,103.8577221
2020-01,ANG MO KIO,3 ROOM,3.00,536,ANG MO KIO AVE 10,536 ANG MO KIO AVE 10,10 TO 12,68,New Generation,1980,59,59 years 01 month,280000.00,1.374484,103.8542797
2020-01,ANG MO KIO,3 ROOM,3.00,560,ANG MO KIO AVE 10,560 ANG MO KIO AVE 10,04 TO 06,67,New Generation,1980,59,59 years 01 month,240000.00,1.3707919,103.8591716
2020-01,ANG MO KIO,3 ROOM,3.00,463,ANG MO KIO AVE 10,463 ANG MO KIO AVE 10,04 TO 06,82,New Generation,1980,59,59 years 02 months,301000.00,1.3669193,103.8574503
2020-01,ANG MO KIO,3 ROOM,3.00,476,ANG MO KIO AVE 10,476 ANG MO KIO AVE 10,01 TO 03,67,New Generation,1979,58,58 years 07 months,255000.00,1.3624185,103.8576169
2020-01,ANG MO KIO,3 ROOM,3.00,442,ANG MO KIO AVE 10,442 ANG MO KIO AVE 10,01 TO 03,67,New Generation,1979,58,58 years 07 months,233000.00,1.3656873,103.8551856
2020-01,ANG MO KIO,3 ROOM,3.00,578,ANG MO KIO AVE 10,578 ANG MO KIO AVE 10,07 TO 09,67,New Generation,1980,59,59 years,250000.00,1.3718197,103.8549348
2020-01,ANG MO KIO,3 ROOM,3.00,442,ANG MO KIO AVE 10,442 ANG MO KIO AVE 10,04 TO 06,67,New Generation,1979,58,58 years 07 months,245000.00,1.3656873,103.8551856
2020-01,ANG MO KIO,3 ROOM,3.00,445,ANG MO KIO AVE 10,445 ANG MO KIO AVE 10,01 TO 03,67,New Generation,1979,58,58 years 07 months,255000.00,1.3670033,103.8556385
2020-01,ANG MO KIO,3 ROOM,3.00,435,ANG MO KIO AVE 10,435 ANG MO KIO AVE 10,04 TO 06,67,New Generation,1979,58,58 years,288000.00,1.3677443,103.8541891
2020-01,ANG MO KIO,3 ROOM,3.00,442,ANG MO KIO AVE 10,442 ANG MO KIO AVE 10,01 TO 03,67,New Generation,1979,58,58 years 07 months,235000.00,1.3656873,103.8551856
2020-01,ANG MO KIO,3 ROOM,3.00,466,ANG MO KIO AVE 10,466 ANG MO KIO AVE 10,07 TO 09,67,New Generation,1984,63,63 years 08 months,268000.00,1.365897,103.8569068
2020-01,ANG MO KIO,3 ROOM,3.00,570,ANG MO KIO AVE 3,570 ANG MO KIO AVE 3,04 TO 06,67,New Generation,1979,58,58 years 05 months,240000.00,1.3698332,103.8558859
2020-01,ANG MO KIO,3 ROOM,3.00,345,ANG MO KIO AVE 3,345 ANG MO KIO AVE 3,04 TO 06,88,New Generation,1978,57,57 years 04 months,320000.00,1.3675154,103.8497376
2020-01,ANG MO KIO,3 ROOM,3.00,213,ANG MO KIO AVE 3,213 ANG MO KIO AVE 3,04 TO 06,67,New Generation,1976,55,55 years 03 months,250000.00,1.367847,103.841097
2020-01,ANG MO KIO,3 ROOM,3.00,126,ANG MO KIO AVE 3,126 ANG MO KIO AVE 3,01 TO 03,67,New Generation,1978,57,57 years 09 months,250000.00,1.3716164,103.8435905
2020-01,ANG MO KIO,3 ROOM,3.00,587,ANG MO KIO AVE 3,587 ANG MO KIO AVE 3,01 TO 03,67,New Generation,1979,58,58 years 05 months,265000.00,1.3702258,103.8524899
2020-01,ANG MO KIO,3 ROOM,3.00,121,ANG MO KIO AVE 3,121 ANG MO KIO AVE 3,10 TO 12,67,New Generation,1978,57,57 years 09 months,300000.00,1.3697115,103.8435905
2020-01,ANG MO KIO,3 ROOM,3.00,345,ANG MO KIO AVE 3,345 ANG MO KIO AVE 3,04 TO 06,73,New Generation,1978,57,57 years 03 months,320000.00,1.3675154,103.8497376
2020-01,ANG MO KIO,3 ROOM,3.00,212,ANG MO KIO AVE 3,212 ANG MO KIO AVE 3,10 TO 12,67,New Generation,1977,56,56 years 03 months,255000.00,1.3688441,103.8415977
2020-01,ANG MO KIO,3 ROOM,3.00,301,ANG MO KIO AVE 3,301 ANG MO KIO AVE 3,04 TO 06,88,New Generation,1978,57,57 years 02 months,355000.00,1.3674265,103.8459457
2020-01,ANG MO KIO,3 ROOM,3.00,120,ANG MO KIO AVE 3,120 ANG MO KIO AVE 3,04 TO 06,67,New Generation,1978,57,57 years 09 months,270000.00,1.3701123,103.844328
2020-01,ANG MO KIO,3 ROOM,3.00,121,ANG MO KIO AVE 3,121 ANG MO KIO AVE 3,04 TO 06,67,New Generation,1978,57,57 years 09 months,283000.00,1.3697115,103.8435905
2020-01,ANG MO KIO,3 ROOM,3.00,121,ANG MO KIO AVE 3,121 ANG MO KIO AVE 3,01 TO 03,67,New Generation,1978,57,57 years 09 months,245000.00,1.3697115,103.8435905
2020-01,ANG MO KIO,3 ROOM,3.00,256,ANG MO KIO AVE 4,256 ANG MO KIO AVE 4,01 TO 03,73,New Generation,1977,56,56 years 07 months,255000.00,1.3705997,103.835846
2020-01,ANG MO KIO,3 ROOM,3.00,644,ANG MO KIO AVE 4,644 ANG MO KIO AVE 4,07 TO 09,75,New Generation,1980,59,59 years 10 months,308000.00,1.379175,103.8409287
2020-01,ANG MO KIO,3 ROOM,3.00,178,ANG MO KIO AVE 4,178 ANG MO KIO AVE 4,04 TO 06,82,New Generation,1981,60,60 years 04 months,302500.00,1.3763449,103.8369782
2020-01,ANG MO KIO,3 ROOM,3.00,629,ANG MO KIO AVE 4,629 ANG MO KIO AVE 4,01 TO 03,68,New Generation,1981,60,60 years 09 months,250000.00,1.3801351,103.8404202
2020-01,ANG MO KIO,3 ROOM,3.00,155,ANG MO KIO AVE 4,155 ANG MO KIO AVE 4,04 TO 06,82,New Generation,1981,60,60 years 04 months,362000.00,1.3759189,103.839952
2020-01,ANG MO KIO,3 ROOM,3.00,502,ANG MO KIO AVE 5,502 ANG MO KIO AVE 5,04 TO 06,82,New Generation,1981,60,60 years 01 month,340000.00,1.3758291,103.8498409
2020-01,ANG MO KIO,3 ROOM,3.00,154,ANG MO KIO AVE 5,154 ANG MO KIO AVE 5,07 TO 09,68,New Generation,1981,60,60 years 01 month,278000.00,1.3763186,103.8414166
2020-01,ANG MO KIO,3 ROOM,3.00,601,ANG MO KIO AVE 5,601 ANG MO KIO AVE 5,07 TO 09,67,New Generation,1980,59,59 years 06 months,280000.00,1.3810778,103.8351361
2020-01,ANG MO KIO,3 ROOM,3.00,535,ANG MO KIO AVE 5,535 ANG MO KIO AVE 5,07 TO 09,67,New Generation,1980,59,59 years 01 month,246100.00,1.3745632,103.8532832
2020-01,ANG MO KIO,3 ROOM,3.00,181,ANG MO KIO AVE 5,181 ANG MO KIO AVE 5,07 TO 09,68,New Generation,1981,60,60 years 03 months,245000.00,1.3768568,103.8371593
2020-01,ANG MO KIO,3 ROOM,3.00,535,ANG MO KIO AVE 5,535 ANG MO KIO AVE 5,07 TO 09,67,New Generation,1980,59,59 years 01 month,318000.00,1.3745632,103.8532832
2020-01,ANG MO KIO,3 ROOM,3.00,533,ANG MO KIO AVE 5,533 ANG MO KIO AVE 5,01 TO 03,67,New Generation,1980,59,59 years 01 month,223000.00,1.3741984,103.8530114
2020-01,ANG MO KIO,3 ROOM,3.00,124,ANG MO KIO AVE 6,124 ANG MO KIO AVE 6,04 TO 06,67,New Generation,1979,58,58 years,260000.00,1.3708768,103.8447681
2020-01,ANG MO KIO,3 ROOM,3.00,728,ANG MO KIO AVE 6,728 ANG MO KIO AVE 6,01 TO 03,82,New Generation,1980,59,59 years 09 months,305000.00,1.3727031,103.8456739
2020-01,ANG MO KIO,3 ROOM,3.00,650,ANG MO KIO ST 61,650 ANG MO KIO ST 61,19 TO 21,67,Model A,2015,94,94 years 11 months,458888.00,1.3776467,103.8426748
2020-01,ANG MO KIO,3 ROOM,3.00,650,ANG MO KIO ST 61,650 ANG MO KIO ST 61,10 TO 12,67,Model A,2015,94,94 years 11 months,423000.00,1.3776467,103.8426748
2020-01,ANG MO KIO,4 ROOM,4.00,207,ANG MO KIO AVE 1,207 ANG MO KIO AVE 1,04 TO 06,98,New Generation,1976,55,55 years 07 months,370000.00,1.3658637,103.8429084
2020-01,ANG MO KIO,4 ROOM,4.00,307A,ANG MO KIO AVE 1,307A ANG MO KIO AVE 1,16 TO 18,97,Model A,2012,91,91 years 08 months,715000.00,1.365971,103.844469
2020-01,ANG MO KIO,4 ROOM,4.00,310B,ANG MO KIO AVE 1,310B ANG MO KIO AVE 1,13 TO 15,94,Model A,2012,91,91 years 08 months,660000.00,1.3646976,103.8442059
2020-01,ANG MO KIO,4 ROOM,4.00,575,ANG MO KIO AVE 10,575 ANG MO KIO AVE 10,01 TO 03,91,New Generation,1980,59,59 years 01 month,360000.00,1.3714234,103.8558242
2020-01,ANG MO KIO,4 ROOM,4.00,414,ANG MO KIO AVE 10,414 ANG MO KIO AVE 10,10 TO 12,92,New Generation,1979,58,58 years 08 months,383000.00,1.3640848,103.8536456
2020-01,ANG MO KIO,4 ROOM,4.00,536,ANG MO KIO AVE 10,536 ANG MO KIO AVE 10,07 TO 09,93,New Generation,1980,59,59 years 02 months,383000.00,1.374484,103.8542797
2020-01,ANG MO KIO,4 ROOM,4.00,473,ANG MO KIO AVE 10,473 ANG MO KIO AVE 10,10 TO 12,91,New Generation,1984,63,63 years 07 months,345000.00,1.3630309,103.8568982
2020-01,ANG MO KIO,4 ROOM,4.00,466,ANG MO KIO AVE 10,466 ANG MO KIO AVE 10,01 TO 03,93,New Generation,1984,63,63 years 08 months,328000.00,1.365897,103.8569068
2020-01,ANG MO KIO,4 ROOM,4.00,413,ANG MO KIO AVE 10,413 ANG MO KIO AVE 10,04 TO 06,92,New Generation,1979,58,58 years 07 months,360000.00,1.3635721,103.8536456
2020-01,ANG MO KIO,4 ROOM,4.00,419,ANG MO KIO AVE 10,419 ANG MO KIO AVE 10,04 TO 06,99,New Generation,1979,58,58 years 07 months,360000.00,1.3654002,103.8541891
2020-01,ANG MO KIO,4 ROOM,4.00,559,ANG MO KIO AVE 10,559 ANG MO KIO AVE 10,04 TO 06,92,New Generation,1980,59,59 years,345000.00,1.3710191,103.8579033
2020-01,ANG MO KIO,4 ROOM,4.00,412,ANG MO KIO AVE 10,412 ANG MO KIO AVE 10,01 TO 03,92,New Generation,1979,58,58 years 07 months,370000.00,1.3639288,103.8552762
2020-01,ANG MO KIO,4 ROOM,4.00,419,ANG MO KIO AVE 10,419 ANG MO KIO AVE 10,10 TO 12,99,New Generation,1979,58,58 years 07 months,452000.00,1.3654002,103.8541891
2020-01,ANG MO KIO,4 ROOM,4.00,325,ANG MO KIO AVE 3,325 ANG MO KIO AVE 3,07 TO 09,98,New Generation,1978,57,57 years 08 months,500000.00,1.3679324,103.8471233
2020-01,ANG MO KIO,4 ROOM,4.00,325,ANG MO KIO AVE 3,325 ANG MO KIO AVE 3,01 TO 03,98,New Generation,1978,57,57 years 08 months,435000.00,1.3679324,103.8471233
2020-01,ANG MO KIO,4 ROOM,4.00,229,ANG MO KIO AVE 3,229 ANG MO KIO AVE 3,04 TO 06,91,New Generation,1978,57,57 years 01 month,338000.00,1.3690836,103.8382463
2020-01,ANG MO KIO,4 ROOM,4.00,427,ANG MO KIO AVE 3,427 ANG MO KIO AVE 3,04 TO 06,92,New Generation,1978,57,57 years 09 months,390000.00,1.3693544,103.8544609
2020-01,ANG MO KIO,4 ROOM,4.00,229,ANG MO KIO AVE 3,229 ANG MO KIO AVE 3,07 TO 09,91,New Generation,1978,57,57 years,383000.00,1.3690836,103.8382463
2020-01,ANG MO KIO,4 ROOM,4.00,173,ANG MO KIO AVE 4,173 ANG MO KIO AVE 4,10 TO 12,91,New Generation,1982,61,61 years 01 month,385000.00,1.3753976,103.8360724
2020-01,ANG MO KIO,4 ROOM,4.00,179,ANG MO KIO AVE 5,179 ANG MO KIO AVE 5,01 TO 03,91,New Generation,1981,60,60 years 04 months,348000.00,1.376861,103.8364347
2020-01,ANG MO KIO,4 ROOM,4.00,179,ANG MO KIO AVE 5,179 ANG MO KIO AVE 5,01 TO 03,91,New Generation,1981,60,60 years 03 months,350000.00,1.376861,103.8364347
2020-01,ANG MO KIO,4 ROOM,4.00,700B,ANG MO KIO AVE 6,700B ANG MO KIO AVE 6,04 TO 06,90,Model A,2003,82,82 years 08 months,590800.00,1.3694784,103.8458551
2020-01,ANG MO KIO,4 ROOM,4.00,507,ANG MO KIO AVE 8,507 ANG MO KIO AVE 8,01 TO 03,91,New Generation,1980,59,59 years 06 months,378000.00,1.3744348,103.8502032
2020-01,ANG MO KIO,4 ROOM,4.00,625,ANG MO KIO AVE 9,625 ANG MO KIO AVE 9,10 TO 12,92,New Generation,1980,59,59 years 08 months,425000.00,1.3822555,103.8412354
2020-01,ANG MO KIO,4 ROOM,4.00,622,ANG MO KIO AVE 9,622 ANG MO KIO AVE 9,10 TO 12,100,New Generation,1980,59,59 years 08 months,396000.00,1.3821158,103.8396628
2020-01,ANG MO KIO,4 ROOM,4.00,353,ANG MO KIO ST 32,353 ANG MO KIO ST 32,07 TO 09,90,Model A,2001,80,80 years 08 months,510000.00,1.3640602,103.8516073
2020-01,ANG MO KIO,4 ROOM,4.00,352,ANG MO KIO ST 32,352 ANG MO KIO ST 32,16 TO 18,95,Model A,2001,80,80 years 09 months,582000.00,1.3646305,103.8506424
2020-01,ANG MO KIO,4 ROOM,4.00,588B,ANG MO KIO ST 52,588B ANG MO KIO ST 52,13 TO 15,90,DBSS,2011,90,90 years 07 months,639000.00,1.3720186,103.8530341
2020-01,ANG MO KIO,4 ROOM,4.00,588C,ANG MO KIO ST 52,588C ANG MO KIO ST 52,16 TO 18,90,DBSS,2011,90,90 years 07 months,723888.00,1.3718689,103.8535776
2020-01,ANG MO KIO,5 ROOM,5.00,439,ANG MO KIO AVE 10,439 ANG MO KIO AVE 10,01 TO 03,119,Improved,1979,58,58 years 01 month,485000.00,1.3663578,103.8532832
2020-01,ANG MO KIO,5 ROOM,5.00,401,ANG MO KIO AVE 10,401 ANG MO KIO AVE 10,01 TO 03,119,Improved,1979,58,58 years 04 months,465000.00,1.3610716,103.8553668
2020-01,ANG MO KIO,5 ROOM,5.00,439,ANG MO KIO AVE 10,439 ANG MO KIO AVE 10,10 TO 12,119,Improved,1979,58,58 years,535000.00,1.3663578,103.8532832
2020-01,ANG MO KIO,5 ROOM,5.00,458,ANG MO KIO AVE 10,458 ANG MO KIO AVE 10,16 TO 18,120,Improved,1980,59,59 years,580000.00,1.3666504,103.8595793
2020-01,ANG MO KIO,5 ROOM,5.00,101,ANG MO KIO AVE 3,101 ANG MO KIO AVE 3,07 TO 09,117,Standard,1978,57,57 years 01 month,450000.00,1.3702489,103.8394238
2020-01,ANG MO KIO,5 ROOM,5.00,423,ANG MO KIO AVE 3,423 ANG MO KIO AVE 3,01 TO 03,133,Improved,1993,72,72 years 03 months,700000.00,1.3687122,103.851562
2020-01,ANG MO KIO,5 ROOM,5.00,501,ANG MO KIO AVE 5,501 ANG MO KIO AVE 5,10 TO 12,121,Improved,1981,60,60 years,530000.00,1.3759816,103.8488444
2020-01,ANG MO KIO,5 ROOM,5.00,520,ANG MO KIO AVE 5,520 ANG MO KIO AVE 5,10 TO 12,118,Improved,1980,59,59 years 07 months,645000.00,1.373385,103.851224
2020-01,ANG MO KIO,5 ROOM,5.00,710,ANG MO KIO AVE 8,710 ANG MO KIO AVE 8,16 TO 18,117,Improved,1980,59,59 years 10 months,630000.00,1.3710763,103.8482103
2020-01,ANG MO KIO,5 ROOM,5.00,596A,ANG MO KIO ST 52,596A ANG MO KIO ST 52,28 TO 30,110,Improved,2002,81,81 years 11 months,789000.00,1.3725174,103.8509332
2020-01,ANG MO KIO,5 ROOM,5.00,588B,ANG MO KIO ST 52,588B ANG MO KIO ST 52,07 TO 09,120,DBSS,2011,90,90 years 07 months,840000.00,1.3720186,103.8530341
2020-01,ANG MO KIO,5 ROOM,5.00,588A,ANG MO KIO ST 52,588A ANG MO KIO ST 52,10 TO 12,117,DBSS,2011,90,90 years 07 months,819800.00,1.3720758,103.8526491
2020-01,ANG MO KIO,EXECUTIVE,6.00,576,ANG MO KIO AVE 10,576 ANG MO KIO AVE 10,07 TO 09,163,Adjoined flat,1980,59,59 years,770000.00,1.3713958,103.8548659
2020-01,ANG MO KIO,EXECUTIVE,6.00,623,ANG MO KIO AVE 9,623 ANG MO KIO AVE 9,07 TO 09,150,Adjoined flat,1980,59,59 years 08 months,623000.00,1.3826974,103.8408731
2020-01,BEDOK,3 ROOM,3.00,550,BEDOK NTH AVE 1,550 BEDOK NTH AVE 1,10 TO 12,68,New Generation,1980,59,59 years 05 months,285000.00,1.3325963,103.9264511
2020-01,BEDOK,3 ROOM,3.00,424,BEDOK NTH AVE 1,424 BEDOK NTH AVE 1,07 TO 09,67,New Generation,1979,58,58 years,293000.00,1.3284794,103.9275409
2020-01,BEDOK,3 ROOM,3.00,521,BEDOK NTH AVE 1,521 BEDOK NTH AVE 1,04 TO 06,67,New Generation,1979,58,58 years 06 months,260000.00,1.3302395,103.9268158
2020-01,BEDOK,3 ROOM,3.00,418,BEDOK NTH AVE 2,418 BEDOK NTH AVE 2,04 TO 06,67,New Generation,1978,57,57 years 10 months,295000.00,1.3283185,103.9300788
2020-01,BEDOK,3 ROOM,3.00,418,BEDOK NTH AVE 2,418 BEDOK NTH AVE 2,07 TO 09,82,New Generation,1978,57,57 years 10 months,310000.00,1.3283185,103.9300788
2020-01,BEDOK,3 ROOM,3.00,102,BEDOK NTH AVE 4,102 BEDOK NTH AVE 4,07 TO 09,67,New Generation,1977,56,56 years 06 months,265000.00,1.3338732,103.9374662
2020-01,BEDOK,3 ROOM,3.00,105,BEDOK NTH AVE 4,105 BEDOK NTH AVE 4,13 TO 15,82,New Generation,1977,56,56 years 06 months,332000.00,1.3336952,103.936605
2020-01,BEDOK,3 ROOM,3.00,74,BEDOK NTH RD,74 BEDOK NTH RD,07 TO 09,59,Improved,1978,57,57 years 01 month,235000.00,1.3274812,103.9420891
2020-01,BEDOK,3 ROOM,3.00,77,BEDOK NTH RD,77 BEDOK NTH RD,10 TO 12,60,Improved,1986,65,65 years 03 months,250000.00,1.3287254,103.9419985
2020-01,BEDOK,3 ROOM,3.00,125,BEDOK NTH RD,125 BEDOK NTH RD,07 TO 09,67,New Generation,1978,57,57 years 04 months,275000.00,1.3288879,103.9391884
2020-01,BEDOK,3 ROOM,3.00,75,BEDOK NTH RD,75 BEDOK NTH RD,10 TO 12,59,Improved,1978,57,57 years,268000.00,1.3281133,103.9421106
2020-01,BEDOK,3 ROOM,3.00,426,BEDOK NTH RD,426 BEDOK NTH RD,01 TO 03,67,New Generation,1979,58,58 years,262000.00,1.329789,103.9288099
2020-01,BEDOK,3 ROOM,3.00,74,BEDOK NTH RD,74 BEDOK NTH RD,07 TO 09,59,Improved,1978,57,57 years,237000.00,1.3274812,103.9420891
2020-01,BEDOK,3 ROOM,3.00,419,BEDOK NTH ST 1,419 BEDOK NTH ST 1,07 TO 09,68,New Generation,1979,58,58 years,263000.00,1.326903,103.9281301
2020-01,BEDOK,3 ROOM,3.00,502,BEDOK NTH ST 3,502 BEDOK NTH ST 3,01 TO 03,59,Improved,1978,57,57 years 04 months,226000.00,1.331641,103.9312118
2020-01,BEDOK,3 ROOM,3.00,525,BEDOK NTH ST 3,525 BEDOK NTH ST 3,10 TO 12,67,New Generation,1979,58,58 years 07 months,241000.00,1.3347268,103.9290365
2020-01,BEDOK,3 ROOM,3.00,540,BEDOK NTH ST 3,540 BEDOK NTH ST 3,04 TO 06,68,New Generation,1980,59,59 years 06 months,245000.00,1.3311815,103.9220574
2020-01,BEDOK,3 ROOM,3.00,509,BEDOK NTH ST 3,509 BEDOK NTH ST 3,01 TO 03,67,New Generation,1979,58,58 years 08 months,238000.00,1.3339204,103.9310499
2020-01,BEDOK,3 ROOM,3.00,545,BEDOK NTH ST 3,545 BEDOK NTH ST 3,04 TO 06,82,New Generation,1980,59,59 years 04 months,308888.00,1.3301452,103.924142
2020-01,BEDOK,3 ROOM,3.00,532,BEDOK NTH ST 3,532 BEDOK NTH ST 3,10 TO 12,68,New Generation,1980,59,59 years 01 month,290000.00,1.3340175,103.925139
2020-01,BEDOK,3 ROOM,3.00,525,BEDOK NTH ST 3,525 BEDOK NTH ST 3,10 TO 12,67,New Generation,1979,58,58 years 06 months,285000.00,1.3347268,103.9290365
2020-01,BEDOK,3 ROOM,3.00,536,BEDOK NTH ST 3,536 BEDOK NTH ST 3,10 TO 12,82,New Generation,1980,59,59 years,328000.00,1.3334447,103.9229638
2020-01,BEDOK,3 ROOM,3.00,525,BEDOK NTH ST 3,525 BEDOK NTH ST 3,01 TO 03,67,New Generation,1979,58,58 years 06 months,250000.00,1.3347268,103.9290365
2020-01,BEDOK,3 ROOM,3.00,542,BEDOK NTH ST 3,542 BEDOK NTH ST 3,07 TO 09,67,New Generation,1985,64,64 years 08 months,245000.00,1.3307383,103.9227825
2020-01,BEDOK,3 ROOM,3.00,105,BEDOK RESERVOIR RD,105 BEDOK RESERVOIR RD,04 TO 06,70,New Generation,1985,64,64 years 08 months,275000.00,1.3291336,103.909188
2020-01,BEDOK,3 ROOM,3.00,628,BEDOK RESERVOIR RD,628 BEDOK RESERVOIR RD,07 TO 09,67,New Generation,1983,62,62 years 01 month,288000.00,1.3349542,103.9149881
2020-01,BEDOK,3 ROOM,3.00,615,BEDOK RESERVOIR RD,615 BEDOK RESERVOIR RD,07 TO 09,68,New Generation,1981,60,60 years 04 months,280000.00,1.3322067,103.9155772
2020-01,BEDOK,3 ROOM,3.00,704,BEDOK RESERVOIR RD,704 BEDOK RESERVOIR RD,01 TO 03,68,New Generation,1981,60,60 years 06 months,260000.00,1.3365333,103.9203354
2020-01,BEDOK,3 ROOM,3.00,616,BEDOK RESERVOIR RD,616 BEDOK RESERVOIR RD,04 TO 06,68,New Generation,1982,61,61 years 05 months,278000.00,1.3318081,103.9148975
2020-01,BEDOK,3 ROOM,3.00,713,BEDOK RESERVOIR RD,713 BEDOK RESERVOIR RD,04 TO 06,68,New Generation,1981,60,60 years 06 months,280000.00,1.336814,103.92242
2020-01,BEDOK,3 ROOM,3.00,703,BEDOK RESERVOIR RD,703 BEDOK RESERVOIR RD,07 TO 09,68,New Generation,1980,59,59 years 10 months,300000.00,1.3371946,103.9198822
2020-01,BEDOK,3 ROOM,3.00,704,BEDOK RESERVOIR RD,704 BEDOK RESERVOIR RD,07 TO 09,68,New Generation,1981,60,60 years 06 months,300000.00,1.3365333,103.9203354
2020-01,BEDOK,3 ROOM,3.00,2,BEDOK STH AVE 1,2 BEDOK STH AVE 1,13 TO 15,65,Improved,1976,55,55 years,250500.00,1.3213165,103.9332953
2020-01,BEDOK,3 ROOM,3.00,1,BEDOK STH AVE 1,1 BEDOK STH AVE 1,10 TO 12,59,Improved,1976,55,55 years,243000.00,1.3177824,103.932945
2020-01,BEDOK,3 ROOM,3.00,40,CHAI CHEE AVE,40 CHAI CHEE AVE,10 TO 12,65,Improved,1974,53,53 years 01 month,272000.00,1.3261076,103.9264986
2020-01,BEDOK,3 ROOM,3.00,32,CHAI CHEE AVE,32 CHAI CHEE AVE,04 TO 06,73,Improved,1974,53,53 years,290000.00,1.3237706,103.9249492
2020-01,BEDOK,3 ROOM,3.00,32,CHAI CHEE AVE,32 CHAI CHEE AVE,07 TO 09,73,Improved,1974,53,53 years,280000.00,1.3237706,103.9249492
2020-01,BEDOK,3 ROOM,3.00,42,CHAI CHEE ST,42 CHAI CHEE ST,10 TO 12,67,New Generation,1985,64,64 years 06 months,300000.00,1.3279408,103.9257735
2020-01,BEDOK,3 ROOM,3.00,42,CHAI CHEE ST,42 CHAI CHEE ST,13 TO 15,67,New Generation,1985,64,64 years 06 months,280000.00,1.3279408,103.9257735
2020-01,BEDOK,3 ROOM,3.00,41,CHAI CHEE ST,41 CHAI CHEE ST,07 TO 09,67,New Generation,1985,64,64 years 05 months,288000.00,1.3274212,103.9258996
2020-01,BEDOK,3 ROOM,3.00,29,NEW UPP CHANGI RD,29 NEW UPP CHANGI RD,13 TO 15,65,Improved,1977,56,56 years 04 months,292000.00,1.3240053,103.9363732
2020-01,BEDOK,3 ROOM,3.00,57,NEW UPP CHANGI RD,57 NEW UPP CHANGI RD,07 TO 09,60,Improved,1985,64,64 years 09 months,268000.00,1.3241216,103.9416303
2020-01,BEDOK,4 ROOM,4.00,507,BEDOK NTH AVE 3,507 BEDOK NTH AVE 3,13 TO 15,92,New Generation,1978,57,57 years 11 months,395000.00,1.3329865,103.9326168
2020-01,BEDOK,4 ROOM,4.00,93,BEDOK NTH AVE 4,93 BEDOK NTH AVE 4,04 TO 06,92,New Generation,1979,58,58 years 06 months,335000.00,1.3329353,103.9414999
2020-01,BEDOK,4 ROOM,4.00,104,BEDOK NTH AVE 4,104 BEDOK NTH AVE 4,10 TO 12,91,New Generation,1977,56,56 years 06 months,368000.00,1.3332562,103.936605
2020-01,BEDOK,4 ROOM,4.00,428,BEDOK NTH RD,428 BEDOK NTH RD,07 TO 09,92,New Generation,1979,58,58 years 01 month,420000.00,1.329688,103.928049
2020-01,BEDOK,4 ROOM,4.00,80,BEDOK NTH RD,80 BEDOK NTH RD,10 TO 12,91,New Generation,1978,57,57 years 06 months,355000.00,1.3285133,103.9407294
2020-01,BEDOK,4 ROOM,4.00,182,BEDOK NTH RD,182 BEDOK NTH RD,16 TO 18,85,Model A,2006,85,85 years 02 months,630000.00,1.327039,103.941541
2020-01,BEDOK,4 ROOM,4.00,421,BEDOK NTH RD,421 BEDOK NTH RD,07 TO 09,92,New Generation,1979,58,58 years,398000.00,1.328309,103.92881
2020-01,BEDOK,4 ROOM,4.00,119,BEDOK NTH RD,119 BEDOK NTH RD,04 TO 06,92,New Generation,1978,57,57 years 02 months,320000.00,1.3302075,103.9387352
2020-01,BEDOK,4 ROOM,4.00,78,BEDOK NTH RD,78 BEDOK NTH RD,07 TO 09,92,New Generation,1978,57,57 years 05 months,390000.00,1.3272685,103.9409107
2020-01,BEDOK,4 ROOM,4.00,547,BEDOK NTH ST 3,547 BEDOK NTH ST 3,04 TO 06,92,New Generation,1980,59,59 years 04 months,330000.00,1.3303879,103.925242
2020-01,BEDOK,4 ROOM,4.00,532,BEDOK NTH ST 3,532 BEDOK NTH ST 3,10 TO 12,92,New Generation,1980,59,59 years,325000.00,1.3340175,103.925139
2020-01,BEDOK,4 ROOM,4.00,523,BEDOK NTH ST 3,523 BEDOK NTH ST 3,13 TO 15,92,New Generation,1979,58,58 years 06 months,375000.00,1.334352,103.9305773
2020-01,BEDOK,4 ROOM,4.00,748B,BEDOK RESERVOIR CRES,748B BEDOK RESERVOIR CRES,13 TO 15,87,DBSS,2014,93,93 years 08 months,718000.00,1.336289,103.9211329
